,time,name,country,place,marathon,day,month,year,gender,seconds
41,2:06:25,Paul LONYANGATA,KEN,1,Paris,8,APR,2018,M,7585
42,2:06:26,Geoffrey KWAMWOROR,KEN,3,New York,4,NOV,2018,M,7586
43,2:06:29,Abraham KIPTUM,KEN,1,Daegu,1,APR,2018,M,7589
44,2:06:33,Amos KIPRUTO,KEN,3,Tokyo,25,FEB,2018,M,7593
45,2:06:33,Laban KORIR,KEN,6,Amsterdam,21,OCT,2018,M,7593
46,2:06:34,DEKSISA,ETH,1,Hamburg,29,APR,2018,M,7594
47,2:06:35,Evans Kipkoech KORIR,KEN,2,Daegu,1,APR,2018,M,7595
48,2:06:36,Mathew KISORIO,KEN,2,Paris,8,APR,2018,M,7596
49,2:06:37,Kelkile WOLDAREGAY,ETH,1,Frankfurt,28,OCT,2018,M,7597
50,2:06:41,Ernest NGENO,KEN,3,Paris,8,APR,2018,M,7601
51,2:06:41,Martin Kiprugut KOSGEY,KEN,2,Frankfurt,28,OCT,2018,M,7601
52,2:06:45,Geoffrey KIRUI,KEN,6,Chicago,7,OCT,2018,M,7605
53,2:06:47,Gideon KIPKETER,KEN,4,Tokyo,25,FEB,2018,M,7607
54,2:06:47,Tadu ABATE,ETH,7,Amsterdam,21,OCT,2018,M,7607
55,2:06:48,Wilson KIPSANG,KEN,3,Berlin,16,SEP,2018,M,7608
56,2:06:49,Peter Kimeli SOME,KEN,3,Daegu,1,APR,2018,M,7609
57,2:06:51,Jonathan KORIR,KEN,8,Amsterdam,21,OCT,2018,M,7611
58,2:06:54,Hiroto INOUE,JPN,5,Tokyo,25,FEB,2018,M,7614
59,2:06:54,Tadu ABATE,ETH,2,Hamburg,29,APR,2018,M,7614
60,2:06:57,Wilson Loyanae ERUPE,KEN,1,Seoul,18,MAR,2018,M,7617
61,2:07:00,Yitayal ATNAFU,ETH,4,Paris,8,APR,2018,M,7620
62,2:07:03,Mark KORIR,KEN,2,Seoul,18,MAR,2018,M,7623
63,2:07:03,Sisay LEMMA,ETH,2,Prague,6,MAY,2018,M,7623
64,2:07:07,Abel KIRUI,KEN,4,London,22,APR,2018,M,7627
65,2:07:09,Alex KIBET,KEN,3,Frankfurt,28,OCT,2018,M,7629
66,2:07:11,Benson KIPRUTO,KEN,3,Seoul,18,MAR,2018,M,7631
67,2:07:19,Ayele ABSHERO,ETH,3,Hamburg,29,APR,2018,M,7639
68,2:07:20,Hillary KIPSAMBU,KEN,9,Amsterdam,21,OCT,2018,M,7640
69,2:07:22,Marius KIPSEREM,KEN,5,Rotterdam,8,APR,2018,M,7642
70,2:07:24,Benson KIPRUTO,KEN,1,Toronto,21,OCT,2018,M,7644
71,2:07:25,Abrha MILAW ASEFA,ETH,1,Cannes,4,NOV,2018,M,7645
72,2:07:27,Yuma HATTORI,JPN,1,Fukuoka,2,DEC,2018,M,7647
73,2:07:28,Amos Kiplimo MITEI,KEN,4,Frankfurt,28,OCT,2018,M,7648
74,2:07:30,Feyisa LILESE,ETH,6,Tokyo,25,FEB,2018,M,7650
75,2:07:32,Elisha KIPCHIRCHIR,KEN,1,Eindhoven,14,OCT,2018,M,7652
76,2:07:33,Deribe ROBI,ETH,9,Valencia,2,DEC,2018,M,7653
77,2:07:34,Limenih GETACHEW,ETH,1,Lisboa,14,OCT,2018,M,7654
78,2:07:34,Kenneth KETER,KEN,5,Frankfurt,28,OCT,2018,M,7654
79,2:07:37,Solomon YEGO,KEN,4,Hamburg,29,APR,2018,M,7657
80,2:07:37,Benson SEUREI,BRN,10,Valencia,2,DEC,2018,M,7657
81,2:07:38,Laban MUTAI,KEN,2,Eindhoven,14,OCT,2018,M,7658
82,2:07:45,Marius KIMUTAI,KEN,4,Seoul,18,MAR,2018,M,7665
83,2:07:46,Augustino Paulo SULLE,TAN,2,Toronto,21,OCT,2018,M,7666
84,2:07:50,Elisha ROTICH,KEN,4,Daegu,1,APR,2018,M,7670
85,2:07:50,Mark KIPTOO,KEN,6,Frankfurt,28,OCT,2018,M,7670
86,2:07:50,Vincent RONO,KEN,3,Eindhoven,14,OCT,2018,M,7670
87,2:07:51,Samuel NDUNGU,KEN,2,Lisboa,14,OCT,2018,M,7671
88,2:07:52,Abel KIRUI,KEN,7,Chicago,7,OCT,2018,M,7672
89,2:07:53,Macharia NDIRANGU,KEN,1,Otsu,4,MAR,2018,M,7673
90,2:07:57,Felix KIPROTICH,KEN,5,Seoul,18,MAR,2018,M,7677
91,2:07:57,Stephen KIPROTICH,UGA,5,Hamburg,29,APR,2018,M,7677
92,2:07:57,Taku FUJIMOTO,JPN,8,Chicago,7,OCT,2018,M,7677
93,2:07:58,Justus KIPKOSGEI,KEN,3,Lisboa,14,OCT,2018,M,7678
94,2:07:59,Bedan KAROKI,KEN,9,Chicago,7,OCT,2018,M,7679
95,2:08:03,Jarius BIRECH,KEN,1,Roma,8,APR,2018,M,7683
96,2:08:08,Ryo KINEME,JPN,7,Tokyo,25,FEB,2018,M,7688
97,2:08:08,Anthony MARITIM,KEN,1,Barcelona,11,MAR,2018,M,7688
98,2:08:11,Raymond CHOGE,KEN,1,Kosice,7,OCT,2018,M,7691
99,2:08:13,Mule WASIHUN,ETH,6,Rotterdam,8,APR,2018,M,7693
0,2:01:41,Kenenisa BEKELE,ETH,1,Berlin,29,SEP,2019,M,7301
1,2:02:37,Eliud KIPCHOGE,KEN,1,London,28,APR,2019,M,7357
2,2:02:48,Berhanu LEGESE,ETH,2,Berlin,29,SEP,2019,M,7368
3,2:02:55,Mosinet GEREMEW,ETH,2,London,28,APR,2019,M,7375
4,2:03:16,Mule WASIHUN,ETH,3,London,28,APR,2019,M,7396
5,2:03:34,Getaneh MOLLA,ETH,1,Dubai,25,JAN,2019,M,7414
6,2:03:36,Sisay LEMMA,ETH,3,Berlin,29,SEP,2019,M,7416
7,2:03:40,Herpassa NEGASA,ETH,2,Dubai,25,JAN,2019,M,7420
8,2:03:51,Kinde Atanaw AYALEW,ETH,1,Valencia,1,DEC,2019,M,7431
9,2:04:11,Marius KIPSEREM,KEN,1,Rotterdam,7,APR,2019,M,7451
10,2:04:16,Kaan Kigen OZBILEN,TUR,2,Valencia,1,DEC,2019,M,7456
11,2:04:24,Asefa MENGISTU,ETH,3,Dubai,25,JAN,2019,M,7464
12,2:04:40,Reuben Kiprop KIPYEGO,KEN,1,Abu Dhabi,6,DEC,2019,M,7480
13,2:04:42,Guye ADOLA,ETH,3,Valencia,1,DEC,2019,M,7482
14,2:04:46,Titus ERIKU,KEN,1,Milano,7,APR,2019,M,7486
15,2:04:48,Birhanu LEGESE,ETH,1,Tokyo,3,MAR,2019,M,7488
16,2:04:51,Abebe NEGEWO,ETH,4,Valencia,1,DEC,2019,M,7491
17,2:05:00,Evans CHEBET,KEN,1,Buenos Aires,22,SEP,2019,M,7500
18,2:05:00,Philemon RONO,KEN,1,Toronto,20,OCT,2019,M,7500
19,2:05:01,Shura KITATA,ETH,4,London,28,APR,2019,M,7501
20,2:05:02,Emmanuel SAINA,KEN,4,Dubai,25,JAN,2019,M,7502
21,2:05:09,Vincent KIPCHUMBA,KEN,1,Amsterdam,20,OCT,2019,M,7509
22,2:05:09,Lemi BERHANU,ETH,2,Toronto,20,OCT,2019,M,7509
23,2:05:12,Filex CHEMONGES,UGA,3,Toronto,20,OCT,2019,M,7512
24,2:05:13,Benson KIPRUTO,KEN,4,Toronto,20,OCT,2019,M,7513
25,2:05:16,Solomon DEKSISA,ETH,2,Amsterdam,20,OCT,2019,M,7516
26,2:05:18,Shifera TAMRU,ETH,5,Dubai,25,JAN,2019,M,7518
27,2:05:18,Elisha ROTICH,KEN,3,Amsterdam,20,OCT,2019,M,7518
28,2:05:19,Rueben KIPROP,KEN,2,Buenos Aires,22,SEP,2019,M,7519
29,2:05:27,Kaan Kigen Ã·ZBILEN,TUR,2,Rotterdam,7,APR,2019,M,7527
30,2:05:28,Betesfa GETAHUN,ETH,4,Amsterdam,20,OCT,2019,M,7528
31,2:05:29,Shifera TAMRU,ETH,1,Seoul,3,NOV,2019,M,7529
32,2:05:33,Felix KIPCHIRCHIR,KEN,1,Daegu,7,APR,2019,M,7533
33,2:05:39,Mo FARAH,GBR,5,London,28,APR,2019,M,7539
34,2:05:42,Emanuel SAINA,KEN,3,Rotterdam,7,APR,2019,M,7542
35,2:05:45,Lawrence CHERONO,KEN,1,Chicago,13,OCT,2019,M,7545
36,2:05:46,Dejene DEBELA,ETH,2,Chicago,13,OCT,2019,M,7546
37,2:05:48,Asefe MENGSTU,ETH,3,Chicago,13,OCT,2019,M,7548
38,2:05:53,Bedan KAROKI,KEN,4,Chicago,13,OCT,2019,M,7553
39,2:05:58,Dazza ALMAHJOUB,BRN,1,Prague,5,MAY,2019,M,7558
40,2:06:00,Thomas Kiplagat RONO,KEN,1,Seoul,17,MAR,2019,M,7560
41,2:06:00,Andualem SHIFERAW,ETH,1,Lisboa,20,OCT,2019,M,7560
42,2:06:02,Samuel WANJIKU,KEN,2,Lisboa,20,OCT,2019,M,7562
43,2:06:02,Alemu GEBRE,ETH,2,Seoul,3,NOV,2019,M,7562
44,2:06:04,Alemu BEKELE,BRN,1,Barcelona,10,MAR,2019,M,7564
45,2:06:04,Fentahun HUNEGNAW,ETH,5,Amsterdam,20,OCT,2019,M,7564
46,2:06:04,Philemon KACHERAN,KEN,5,Valencia,1,DEC,2019,M,7564
47,2:06:09,Kelkile GEZAHEGN,ETH,6,Dubai,25,JAN,2019,M,7569
48,2:06:12,Elisha ROTICH,KEN,2,Seoul,17,MAR,2019,M,7572
49,2:06:12,Ashenafi MOGES,ETH,6,Valencia,1,DEC,2019,M,7572
50,2:06:13,Tadu ABATE,ETH,6,Amsterdam,20,OCT,2019,M,7573
51,2:06:14,Abdi BASHIR,BEL,5,Chicago,13,OCT,2019,M,7574
52,2:06:16,Sondre Nordstad MOEN,NOR,7,Valencia,1,DEC,2019,M,7576
53,2:06:17,Abdi NAGEEYE,NED,4,Rotterdam,7,APR,2019,M,7577
54,2:06:18,Wolde DAWIT,ETH,2,Prague,5,MAY,2019,M,7578
55,2:06:21,Shifera Tamru AREDO,ETH,2,Daegu,7,APR,2019,M,7581
56,2:06:21,Fred MUSUBO,KEN,3,Daegu,7,APR,2019,M,7581
57,2:06:21,Joel Kemboi KIMURER,KEN,2,Abu Dhabi,6,DEC,2019,M,7581
58,2:06:22,Stephen CHEMLANY,KEN,3,Lisboa,20,OCT,2019,M,7582
59,2:06:23,Bantie AYCHEW,ETH,3,Prague,5,MAY,2019,M,7583
60,2:06:24,Mike Kiptum BOIT,KEN,3,Seoul,17,MAR,2019,M,7584
61,2:06:24,Morris GACHAGA,KEN,7,Amsterdam,20,OCT,2019,M,7584
62,2:06:25,Chale DECHASA,ETH,3,Seoul,3,NOV,2019,M,7585
63,2:06:27,Fikre BEKELE,ETH,4,Seoul,17,MAR,2019,M,7587
64,2:06:31,Daniel KEMBOI,KEN,8,Amsterdam,20,OCT,2019,M,7591
65,2:06:32,Adugna TAKELE,ETH,7,Dubai,25,JAN,2019,M,7592
66,2:06:33,Barnabus KIPTUM,KEN,4,Lisboa,20,OCT,2019,M,7593
67,2:06:36,Tsedat Abege AYANA,ETH,1,Sevilla,17,FEB,2019,M,7596
68,2:06:39,Belay Asefa BEDADA,ETH,2,Sevilla,17,FEB,2019,M,7599
69,2:06:40,Laban MUTAI,KEN,1,Eindhoven,13,OCT,2019,M,7600
70,2:06:41,Birhanu Bekele BERGA,ETH,3,Sevilla,17,FEB,2019,M,7601
71,2:06:45,Jonathan KORIR,KEN,4,Berlin,29,SEP,2019,M,7605
72,2:06:46,Obukay TSEGAY,ERI,4,Sevilla,17,FEB,2019,M,7606
73,2:06:46,Kipruto AMOS,KEN,4,Prague,5,MAY,2019,M,7606
74,2:06:48,Bedan KAROKI,KEN,2,Tokyo,3,MAR,2019,M,7608
75,2:06:49,Daniel Kipkore KIBET,KEN,5,Sevilla,17,FEB,2019,M,7609
76,2:06:49,Abebe NEGEWO,ETH,2,Barcelona,10,MAR,2019,M,7609
77,2:06:50,Tsegaye GETACHEW,ETH,8,Valencia,1,DEC,2019,M,7610
78,2:06:51,Birhan NEBEBEW,ETH,5,Lisboa,20,OCT,2019,M,7611
79,2:06:52,Daniel KIPKORE,KEN,3,Buenos Aires,22,SEP,2019,M,7612
80,2:06:54,Anthony MARITIM,KEN,3,Barcelona,10,MAR,2019,M,7614
81,2:06:56,Vincent KIPCHUMBA,KEN,1,Wien,7,APR,2019,M,7616
82,2:06:57,Tamirat TOLA,ETH,6,London,28,APR,2019,M,7617
83,2:06:59,Kennedy CHEBORBOR,KEN,4,Daegu,7,APR,2019,M,7619
84,2:06:59,Silas MWETICH,KEN,5,Toronto,20,OCT,2019,M,7619
85,2:07:00,Reuben KERIO,KEN,2,Eindhoven,13,OCT,2019,M,7620
86,2:07:00,Robert KWAMBAI,KEN,1,Chuncheon,27,OCT,2019,M,7620
87,2:07:03,Bashir ADBI,BEL,7,London,28,APR,2019,M,7623
88,2:07:05,Abrha MILAW,ETH,1,Paris,14,APR,2019,M,7625
89,2:07:06,Mathew KISORIO,KEN,1,Beijing,3,NOV,2019,M,7626
90,2:07:09,Evans KORIR,KEN,5,Daegu,7,APR,2019,M,7629
91,2:07:08,Fikre TEFERA,ETH,1,Frankfurt,27,OCT,2019,M,7628
92,2:07:10,Vincent RONO,KEN,5,Rotterdam,7,APR,2019,M,7630
93,2:07:10,Dawit WOLDE,ETH,2,Frankfurt,27,OCT,2019,M,7630
94,2:07:10,El Mahjoub DAZZA,MAR,1,Fukuoka,1,DEC,2019,M,7630
95,2:07:11,Robert KIPKEMBOI,KEN,5,Seoul,17,MAR,2019,M,7631
96,2:07:11,John LANGAT,KEN,3,Eindhoven,13,OCT,2019,M,7631
97,2:07:12,Philemon KACHERAN,KEN,4,Barcelona,10,MAR,2019,M,7632
98,2:07:12,Aweke YIMER,BRN,3,Frankfurt,27,OCT,2019,M,7632
99,2:07:15,Leul GEBRESILASIE,ETH,8,London,28,APR,2019,M,7635
